idx,y_true,y_struct,y_hat,abs_y_hat
84,0.0949148386716842,-0.0432124733924865,-0.026500877,0.026500877
61,0.0547106564044952,0.0562963783740997,0.02700255,0.02700255
57,0.8797875046730042,0.0529938042163848,0.066339046,0.066339046
85,0.2400382906198501,0.1162963807582855,0.084047966,0.084047966
54,-0.0915396362543106,-0.0783533155918121,-0.08434574,0.08434574
39,-0.1001123338937759,-0.0953791588544845,-0.08734724,0.08734724
47,0.0163816604763269,0.0993721187114715,0.09449207,0.09449207
7,-0.0780404806137085,-0.0975882038474083,-0.097339824,0.097339824
29,1.3524225950241089,0.1438516676425933,0.101148,0.101148
96,0.1832781881093979,0.1175513267517089,0.102639325,0.102639325
33,0.2893293499946594,-0.0618242025375366,-0.104919575,0.104919575
67,-0.0909492895007133,-0.1195929124951362,-0.111459896,0.111459896
77,0.1319073736667633,0.1549738347530365,0.111674435,0.111674435
103,0.1528675705194473,0.1414487659931183,0.11932378,0.11932378
6,0.0319252125918865,-0.1204298958182334,-0.13260019,0.13260019
11,-0.0852078199386596,-0.1380115896463394,-0.15418863,0.15418863
13,-0.2244962304830551,-0.1366691291332245,-0.16022265,0.16022265
55,-0.22772878408432,-0.1315207481384277,-0.1628012,0.1628012
16,0.2017763555049896,0.1962419748306274,0.17288503,0.17288503
41,-0.2661228477954864,-0.1772756874561309,-0.17768812,0.17768812
30,-0.1356296986341476,-0.1627506166696548,-0.18101531,0.18101531
100,-0.561991810798645,-0.1258871555328369,-0.19676664,0.19676664
24,-0.1134526953101158,-0.1667597442865371,-0.20294416,0.20294416
12,-0.1724680662155151,-0.1951910704374313,-0.21070302,0.21070302
95,0.0459755398333072,0.2120679318904876,0.22760627,0.22760627
2,0.2192712426185608,0.2455339431762695,0.24175274,0.24175274
89,-0.1139371916651725,-0.248513787984848,-0.2510494,0.2510494
40,-0.1740025132894516,-0.2153719365596771,-0.25692737,0.25692737
58,0.3378491997718811,0.2528877854347229,0.26103237,0.26103237
28,-0.2321807295083999,-0.2437739223241806,-0.26549152,0.26549152
51,-0.1923285722732544,-0.2066711336374282,-0.26724553,0.26724553
34,0.1855998635292053,0.2938346862792969,0.27406958,0.27406958
26,-0.2909263074398041,-0.2716716527938843,-0.30489096,0.30489096
80,0.3405496776103973,0.3385265469551086,0.31195375,0.31195375
72,-0.4133130311965942,-0.3655074834823608,-0.37171188,0.37171188
1,-0.3871736228466034,-0.3553011417388916,-0.37770537,0.37770537
38,0.3789287209510803,0.407542884349823,0.38313973,0.38313973
45,0.61516273021698,0.4207407832145691,0.38786474,0.38786474
46,-0.3542506694793701,-0.3827899396419525,-0.3879144,0.3879144
36,-0.2518573999404907,-0.3921865224838257,-0.395069,0.395069
98,-0.1771424412727356,-0.3561899065971374,-0.398402,0.398402
49,0.45357146859169,0.3815343976020813,0.40629134,0.40629134
81,-0.3886320292949676,-0.3765011429786682,-0.40948722,0.40948722
21,-0.0108074089512228,-0.3851677179336548,-0.416288,0.416288
8,-0.4798813760280609,-0.4552775621414184,-0.42952612,0.42952612
70,-0.5497065782546997,-0.417263388633728,-0.4385723,0.4385723
63,-0.2443445920944214,-0.4274188578128814,-0.44558093,0.44558093
101,0.3590317666530609,0.492975115776062,0.4629813,0.4629813
78,-0.4661780893802643,-0.4229437112808227,-0.4854969,0.4854969
59,0.6036673784255981,0.5278458595275879,0.48680046,0.48680046
99,0.5352677702903748,0.5418025255203247,0.49899098,0.49899098
66,-0.681583821773529,-0.4857838153839111,-0.50752914,0.50752914
90,-0.4238113164901733,-0.4960256516933441,-0.5207167,0.5207167
0,0.4143990278244018,0.529181957244873,0.5280856,0.5280856
102,-0.8315988183021545,-0.5040724277496338,-0.542576,0.542576
5,-0.5349346399307251,-0.5288280248641968,-0.5535273,0.5535273
86,-0.6066136956214905,-0.5106300711631775,-0.5538481,0.5538481
23,-0.3885317742824554,-0.5582747459411621,-0.55827653,0.55827653
88,-0.5967074036598206,-0.5210475921630859,-0.558628,0.558628
65,0.5157872438430786,0.6044427156448364,0.5696315,0.5696315
73,0.667518675327301,0.6391136646270752,0.58513933,0.58513933
83,0.6793539524078369,0.6131633520126343,0.5881346,0.5881346
15,-0.596975564956665,-0.5673601031303406,-0.5892964,0.5892964
74,-0.6656425595283508,-0.5963196754455566,-0.6188455,0.6188455
92,-0.5674911141395569,-0.5630403757095337,-0.6220595,0.6220595
76,-0.6745828986167908,-0.6194252967834473,-0.6246981,0.6246981
50,-0.6633042693138123,-0.608498215675354,-0.63048416,0.63048416
22,-0.4928969442844391,-0.6491652727127075,-0.6340658,0.6340658
20,-0.5874559283256531,-0.6285090446472168,-0.639398,0.639398
87,-0.5128989219665527,-0.6166149377822876,-0.6525431,0.6525431
91,0.6887877583503723,0.708156406879425,0.662031,0.662031
62,0.562933623790741,0.7427650690078735,0.6801937,0.6801937
35,-0.579825222492218,-0.6817506551742554,-0.6804594,0.6804594
97,-0.8972936272621155,-0.6835870742797852,-0.6985299,0.6985299
3,-0.5453411936759949,-0.6785414814949036,-0.70757085,0.70757085
104,0.6154448390007019,0.8128888607025146,0.717474,0.717474
56,0.8506460785865784,0.761864185333252,0.7297356,0.7297356
69,0.8144881725311279,0.8134771585464478,0.74167687,0.74167687
71,-0.7253331542015076,-0.7300189733505249,-0.741841,0.741841
10,-0.7058849930763245,-0.7323214411735535,-0.76348466,0.76348466
52,0.8620600700378418,0.787662148475647,0.7647189,0.7647189
60,-0.7554681897163391,-0.7428742051124573,-0.77953035,0.77953035
82,-0.8083928823471069,-0.7767577767372131,-0.7804987,0.7804987
27,-0.816125750541687,-0.70834881067276,-0.7881436,0.7881436
17,-0.6187448501586914,-0.7925063967704773,-0.7889527,0.7889527
14,-0.6794817447662354,-0.7719935774803162,-0.7978007,0.7978007
53,-0.6338075995445251,-0.7869674563407898,-0.80468684,0.80468684
43,-0.8593073487281799,-0.7979373931884766,-0.80917746,0.80917746
31,-0.8132584691047668,-0.8043601512908936,-0.82229286,0.82229286
93,-0.7885401844978333,-0.7972086668014526,-0.83473486,0.83473486
